Edward Abbey 	1927	1989	 US author
Federico Fellini 	1920	1993	 Italian film director
Francois de Salignac Fenelon 	1651	1715	 French theologian, author
Millicent Fenwick 	1910	1992	 US diplomat, congresswoman
Edna Ferber 	1885	1968	 US novelist
Eugene Field 	1850	1895	 US poet, journalist
Marshall Field 	1834	1906	 US merchant
Rachel Field 	1894	1942	 US children's author
Henry Fielding 	1707	1754	 English novelist
W. C. Fields 	1880	1946	 US actor, comedian
Ronald Firbank 	1886	1926	 US novelist
Harvey S. Firestone 	1868	1938	 US industrialist
Dorothy Canfield Fisher 	1879	1958	 US author, essayist
M. F. K. Fisher 	1908	1992	 U.S. culinary expert, author
Rudolph Fisher 	1897	1934	 US novelist, physician
Minnie Maddern Fiske 	1865	1932	 US actress
Ella Fitzgerald 	1917	1996	 US jazz singer
F. Scott Fitzgerald 	1896	1940	 US author
Zelda Fitzgerald 	1900	1948	 US writer, celebrity relative
Janet Flanner 	1892	1978	 US journalist
Gustave Flaubert 	1821	1880	 French novelist
Ian Fleming 	1908	1964	 English author
John Fletcher 	1579	1625	 English dramatist, author
Ferdinand Foch 	1851	1929	 French field marshal
Jean de la Fontaine 	1621	1695	 French poet
Lynn Fontanne 	1887	1983	 US actress
B. C. Forbes 	1880	1954	 Scottish journalist
Malcolm Forbes 	1919	1990	 US publisher, editor
Henry Ford 	1863	1947	 US auto manufacturer
John Ford 	1586	1640	 English dramatist
John Sean O'Feeny Ford 	1895	1973	 US director
Tennessee Ernie Ford 	1919	1991	 US singer, actor
E. M. Forster 	1879	1970	 English novelist
James Forten 	1766	1842	 US businessman
T. Thomas Fortune 	1856	1928	 US journalist, editor
Harry Emerson Fosdick 	1878	1969	 US clergyman
Michel Foucault 	1926	1984	 English historian, philosopher
Gene Fowler 	1890	1960	 US journalist, biographer
Charles James Fox 	1749	1806	 English government official
Anatole France 	1844	1924	 French author
Felix Frankfurter 	1882	1965	 US supreme court justice
Benjamin Franklin 	1706	1790	 US statesman, diplomat, inventor, printer
E. Franklin Frazier 	1894	1962	 US sociologist, educator
Sigmund Freud 	1856	1939	 Austrian psychoanalyst
Max Frisch 	1911	1991	 Swiss dramatist, author
Robert Frost 	1874	1963	 US poet
James A. Froude 	1818	1894	 English historian
Elizabeth Fry 	1780	1845	 English social reformer, philanthropist
Northrop Frye 	1912	1991	 Canadian literary critic, educator
J. William Fulbright 	1905	1995	 US politician, lawyer, teacher
Margaret Fuller 	1810	1850	 US critic, social reformer, writer
Richard Buckminster Fuller 	1895	1983	 US architect, author
Thomas Fuller 	1608	1661	 English scholar, preacher
Galileo 	1564	1642	 Italian physicist, astronomer
John Galsworthy 	1867	1933	 English author, dramatist
Francis Galton 	1822	1911	 English scientist, explorer
Indira Gandhi 	1917	1984	 Indian political leader
Mahatma Gandhi 	1869	1948	 Indian philosopher
Greta Garbo 	1905	1990	 Swedish actress
Jerry Garcia 	1942	1995	 US musician, singer
Ava Gardner 	1922	1990	 US actress
James A. Garfield 	1831	1881	 US president, lay preacher
Judy Garland 	1922	1969	 US actress, singer
Henry Highland Garnet 	1815	1882	 US clergyman, abolitionist
David Garrick 	1717	1779	 English actor, theater manager, dramatist
William Lloyd Garrison 	1805	1879	 US journalist
Marcus Garvey 	1887	1940	 Jamaican political leader
Paul Gauguin 	1848	1903	 French painter
John Gay 	1685	1732	 English poet, dramatist
Marvin Gaye 	1939	1984	 US Rhythm and Blues singer
Jean Genet 	1910	1986	 French dramatist, author
David Lloyd George 	1863	1945	 English statesman
Henry George 	1839	1897	 US economist, journalist
George III 	1738	1820	 British ruler
Katherine F. Gerould 	1879	1944	 US writer
J. Paul Getty 	1892	1976	 US oil man
A. Bartlett Giamatti 	1938	1989	 US university administrator, baseball executive
Edward Gibbon 	1737	1794	 English historian
Andre Gide 	1869	1951	 French novelist, essayist
William Gilbert 	1836	1911	 English dramatist
Eric Gill 	1882	1940	 English sculptor, engraver, author
Dizzy Gillespie 	1917	1993	 US jazz trumpeter, musician, composer, bandleader
Charlotte Perkins Gilman 	1860	1935	 US economist, lecturer, author, feminist
Hermione Gingold 	1897	1987	 English actress
Allen Ginsberg 	1926	1997	 US poet
Natalia Ginzburg 	1916	1991	 Italian author
Jean Giraudoux 	1882	1944	 French dramatist, novelist, diplomat
Dorothy Gish 	1898	1968	 US actress
Lillian Gish 	1893	1993	 US entertainer
William E. Gladstone 	1809	1898	 English statesman, author
Ellen Glasgow 	1874	1945	 US author
Jackie Gleason 	1916	1987	 US actor, comedian
George Gobel 	1919	1991	 US comedian
Joseph Goebbels 	1897	1945	 German political leader
Hermann Goering 	1893	1946	 German political leader
Johann Wolfgang von Goethe 	1749	1832	 German poet, dramatist
Arthur J. Goldberg 	1908	1990	 US supreme court justice, ambassador
William Golding 	1911	1993	 English novelist
Emma Goldman 	1869	1940	 US anarchist
James Goldsmith 	1933	1997	 French financier
Barry Goldwater 	1909	1998	 US politician
Samuel Goldwyn 	1882	1974	 US producer
Edmond de Goncourt 	1822	1896	 French diarist
Paul Goodman 	1911	1972	 US author, poet, educator
Ruth Gordon 	1896	1985	 US actress
Remy de Gourmont 	1858	1915	 French novelist, poet, playwright, philosopher
Betty Grable 	1916	1973	 US actress
Baltasar Gracian 	1601	1658	 Spanish philosopher, writer
Martha Graham 	1894	1994	 US dancer, choreographer
Sheilah Graham 	1904	1988	 US columnist
Virginia Graham 	1912	1998	 US actress, TV personality
Kenneth Grahame 	1859	1932	 Scottish author
Antonio Gramsci 	1891	1937	 Italian intellectual, politician
Ulysses S. Grant 	1822	1885	 US president (18th)
Ella T. Grasso 	1919	1981	 US politician
Robert Graves 	1895	1985	 English novelist, poet, writer
Thomas Gray 	1716	1771	 English poet
Horace Greeley 	1811	1872	 US newspaper editor, reformer
Graham Henry Greene 	1904	1991	 English novelist
Fulke Greville 	1554	1628	 English poet
Angelina Grimke 	1805	1879	 US abolitionist, women's rights advocate
Charlotte Forten Grimke 	1837	1914	 US educator, diarist
Francis J. Grimke 	1850	1937	 US pastor
Alfred Whitney Griswold 	1906	1963	 US educator, historian
Lewis Grizzard 	1946	1996	 US writer
Walter Gropius 	1883	1969	 German architect
Philip Guedalla 	1889	1944	 English historian, writer
Edgar A. Guest 	1881	1959	 US poet, journalist
Che Guevara 	1928	1967	 Argentine revolutionary
Sacha Guitry 	1885	1957	 French filmmaker, dramatist, actor
John Gunther 	1901	1970	 US journalist
Woody Guthrie 	1912	1967	 US folksinger, songwriter, balladeer
Walter Hagen 	1892	1969	 US golfer
Clara McBride Hale 	1905	1992	 US social reformer
Edward Everett Hale 	1822	1909	 US clergy, author
Sarah Josepha Hale 	1788	1879	 US journalist, author, poet
Alex Haley 	1921	1992	 US novelist, journalist
Thomas C. Haliburton 	1796	1865	 Canadian jurist, author
Edward F. Halifax 	1881	1959	 English statesman
Joseph Hall 	1574	1656	 English bishop, moral philosopher, satirist
Manly Hall 	1901	1990	 Canadian philosopher, author
Fannie Lou Hamer 	1917	1977	 US activist
Alexander Hamilton 	1757	1804	 US statesman, author
Edith Hamilton 	1867	1963	 US writer, educator
Gail Hamilton 	1833	1896	 US writer
Dag Hammarskjold 	1905	1961	 Swedish diplomat, political economist
Oscar Hammerstein 	1895	1960	 US lyricist, musical comedy author
Fred Hampton 	1947	1969	 US activist
Knut Hamsun 	1859	1952	 Norwegian novelist
Learned Hand 	1872	1961	 US jurist
W. C. Handy 	1873	1958	 US composer, singer
Lorraine Hansberry 	1930	1965	 US playwright
Warren Harding 	1865	1923	 US president (29th)
Thomas Hardy 	1840	1928	 English novelist, poet
Augustus 	and Julius	 Hare (1792	1834) English divine
Jean Harlow 	1911	1937	 US actress
Frances Watkins Harper 	1825	1911	 US poet
James Harrington 	1611	1677	 English political philosopher
Michael Harrington 	1928	1989	 US writer
Sydney J. Harris 	1917	1986	 US journalist, author
Benjamin Harrison 	1833	1901	 US 23rd president
William Harvey 	1578	1657	 English physician
William Hastie 	1904	1976	 US judge, politician
S. I. Hayakawa 	1906	1992	 US scholar, university president, politician
Robert Hayden 	1913	1980	 US educator, poet
Helen Hayes 	1900	1993	 US actress
Rutherford B. Hayes 	1822	1893	 US president (19th)
Woody Hayes 	1913	1987	 US football coach
Lemuel B. Haynes 	1753	1833	 US minister
William Hazlitt 	1778	1830	 English writer, essayist
Edith Head 	1898	1981	 US costume designer
William Randolph Hearst 	1863	1951	 US newspaper publisher
Ben Hecht 	1893	1964	 US novelist, playwright, screenwriter
Georg Hegel 	1770	1831	 German philosopher
Heinrich Heine 	1797	1856	 German poet, critic
Werner Karl Heisenberg 	1901	1976	 German physicist
John Heisman 	1869	1936	 US football coach
Joseph Heller 	1923	1999	 US novelist
Lillian Hellman 	1905	1987	 US dramatist
Arthur Helps 	1813	1875	 English historian, novelist, essayist
Jimi Hendrix 	1942	1970	 US musician, blues & rock guitarist
William Ernest Henley 	1849	1903	 English poet, critic, editor
Robert Henri 	1865	1929	 US painter
Patrick Henry 	1736	1799	 US statesman, orator
Barbara Hepworth 	1903	1975	 English sculptor
A. P. Herbert 	1890	1971	 English statesman, author
Frank Herbert 	1920	1986	 US science fiction writer
George Herbert 	1593	1633	 English author, poet
Oliver Herford 	1863	1935	 US author, illustrator
Robert Herrick 	1591	1674	 English poet
Thomas W. Higginson 	1823	1911	 US clergyman, author
Gilbert Highet 	1906	1978	 US educator, author, critic
Aaron Hill 	1685	1750	 English poet, dramatist, essayist
Benny Hill 	1924	1992	 English comedian
Etty Hillesum 	1914	1943	 Dutch lawyer, writer
Chester Himes 	1909	1984	 US novelist, writer
Beatrice Hinkle 	1874	1953	 US psychiatrist
Alfred Hitchcock 	1899	1980	 English director
Adolf Hitler 	1889	1945	 German political leader
Thomas Hobbes 	1588	1679	 English philosopher
Ralph Hodgson 	1871	1962	 English poet
Eric Hoffer 	1902	1983	 US writer, philosopher, longshoreman
Billie Holiday 	1915	1959	 US singer
J. G. Holland 	1819	1881	 US author
Oliver Wendell Holmes 	1809	1894	 US poet, essayist, scholar
Oliver Wendell Holmes, Jr. 	1841	1935	 US jurist
Thomas Hood 	1799	1845	 English poet, editor
Herbert Hoover 	1874	1964	 US president (31st), engineer
J. Edgar Hoover 	1895	1972	 US government official
John Hope 	1868	1936	 US educator
Gerard Manley Hopkins 	1844	1889	 English poet, religious leader
Mark Hopkins 	1802	1887	 US educator
Grace Murray Hopper 	1906	1992	 US military leader, mathematician, educator
Hedda Hopper 	1890	1966	 US journalist, actress
Karen Horney 	1885	1952	 US psychoanalyst, writer
A. E. Housman 	1859	1936	 English scholar, poet
Charles Hamilton Houston 	1895	1950	 US lawyer, educator
Jane Howard 	1935	1996	 US journalist, writer
Ed Howe 	1853	1937	 Same as Edgar Watson Howe?????
Edgar Watson Howe 	1853	1937	 US editor, novelist, essayist
Julia Ward Howe 	1819	1910	 US social reformer
Elbert Hubbard 	1856	1915	 US publisher, author
Kin Hubbard 	1868	1930	 US journalist, humorist
L. Ron Hubbard 	1911	1986	 US religious leader
Charles Evans Hughes 	1862	1948	 US Supreme Court Justice
Howard Hughes 	1905	1976	 US manufacturer, aviator, producer
Langston Hughes 	1902	1967	 US poet, writer, editor
Richard Hughes 	1900	1976	 Welsh author, dramatist
Victor Hugo 	1802	1885	 French author, dramatist
Kathryn Hulme 	1900	1981	 US writer
Wilhelm von Humboldt 	1767	1835	 German scholar, philosopher, diplomat, educator
David Hume 	1711	1776	 Scottish philosopher, historian
Hubert H. Humphrey 	1911	1978	 US politician, pharmacist
Leigh Hunt 	1784	1859	 English poet, writer
Alberta Hunter 	1895	1988	 US blues singer
Chet Huntley 	1911	1975	 US broadcast journalist
Fannie Hurst 	1889	1968	 US screenwriter, novelist, dramatist
Zora Neale Hurston 	1903	1960	 US dramatist, author
John Huston 	1906	1987	 US film director, actor
Robert M. Hutchins 	1899	1977	 US educator, writer
Anne Hutchinson 	1591	1643	 US religious leader
Aldous Huxley 	1894	1963	 English novelist, critic
Thomas Henry Huxley 	1825	1895	 English biologist
Henrik Ibsen 	1828	1906	 Norweigan poet, dramatist
William Ralph Inge 	1860	1954	 English religious leader, author
Jean Ingelow 	1820	1897	 English novelist
Robert G. Ingersoll 	1833	1899	 US lawyer, orator
Christopher Isherwood 	1904	1986	 US author, dramatist
Andrew Jackson 	1767	1845	 US president (7th), soldier, lawyer, planter
Helen Hunt Jackson 	1830	1885	 US novelist, poet, essayist
Holbrook Jackson 	1874	1948	 English journalist, editor, author
Mahalia Jackson 	1911	1972	 US gospel singer
Rachel Donaldson Jackson 	1767	1828	 US first lady
Shirley Jackson 	1919	1965	 US novelist
Stonewall Jackson 	1824	1863	 US confederate army general
Harriet Ann Jacobs 	1813	1897	 US diarist, writer
William James 	1842	1910	 US philosopher, psychologist
James I 	1566	1625	 British ruler
Henry James, Jr. 	1843	1916	 English author
Anna Jameson 	1794	1860	 Irish author, art critic
Derek Jarman 	1942	1994	 English filmmaker
Randall Jarrell 	1914	1965	 US critic, poet, novelist
Alfred Jarry 	1873	1907	 French writer
James Jeans 	1877	1946	 English Mathematician, astronomer
Thomas Jefferson 	1743	1826	 US president, educator, architect, inventor
Edward Jenner 	1749	1823	 English physician
Jerome K. Jerome 	1859	1927	 English author
Douglas Jerrold 	1803	1857	 English humorist, playwright, journalist
Sarah Orne Jewett 	1848	1909	 US author
Fenton Johnson 	1888	1958	 US poet, playwright
Georgia Douglas Johnson 	1866	1967	 US poet
Jack Johnson 	1878	1946	 US boxer
James Weldon Johnson 	1871	1938	 US poet, diplomat, anthologist
Lyndon B. Johnson 	1908	1973	 US president (36th)
Mordecai Wyatt Johnson 	1890	1976	 US educator, university president
Pamela Hansford Johnson 	1912	1981	 English critic, author
Samuel Johnson 	1709	1784	 English lexicographer, critic
Bobby Jones 	1902	1971	 US golfer
Franklin P. Jones 	1887	1929	 US businessman
John Paul Jones 	1747	1792	 US naval officer
Mary Harris "Mother" Jones 	1860	1930	 US labor organizer
Ben Jonson 	1572	1637	 English poet, dramatist
Janis Joplin 	1943	1970	 US singer
Scott Joplin 	1868	1971	 US pianist, composer
Joseph Joubert 	1754	1824	 French essayist, moralist
Benjamin Jowett 	1817	1893	 English classical scholar
James Joyce 	1882	1941	 Irish novelist, poet, playwright
Florence Griffith Joyner 	1959	1998	 US track athlete
Carl Gustav Jung 	1875	1961	 Swiss psychologist, psychiatrist
Junius 	1740	1818	 English political author
Franz Kafka 	1882	1924	 Austrian author, poet
Henry J. Kaiser 	1882	1967	 US industrialist
Immanuel Kant 	1724	1804	 German philosopher
George S. Kaufman 	1889	1961	 US dramatist, journalist
Danny Kaye 	1913	1987	 US actor, comedian
Nikos Kazantzakis 	1885	1957	 Greek writer
John Keats 	1795	1821	 English poet
John Keble 	1792	1866	 English priest, theologian, poet
Helen Keller 	1880	1968	 US author, lecturer
Walt Kelly 	1913	1973	 US cartoonist
John F. Kennedy 	1917	1963	 US president, politician
Joseph P. Kennedy 	1888	1969	 US financier, diplomat
Robert F. Kennedy 	1925	1968	 US politician, lawyer
Rose Kennedy 	1890	1995	 US author, political relative
Elizabeth Kenny 	1886	1952	 Australian nurse
Corita Kent 	1918	1986	 US graphic artist
Johannes Kepler 	1571	1630	 German astronomer
Jack Kerouac 	1922	1969	 US novelist, poet
Walter Kerr 	1913	1996	 US critic, author
Charles Kettering 	1876	1958	 US engineer, inventor
Ellen Key 	1849	1926	 Swedish writer, feminist
John Maynard Keynes 	1883	1946	 English economist
Omar Khayyam 	1048	1131	 Persian poet, mathematician, astronomer
Ayatollah Ruhollah Khomeini 	1900	1989	 Iranian religious leader
Nikita Khrushchev 	1894	1971	 Russian communist leader
Soren Kierkegaard 	1813	1855	 Danish philosopher, writer
Joyce Kilmer 	1886	1918	 US poet
Martin Luther King, Jr. 	1929	1968	 US civil rights leader, clergyman
Charles Kingsley 	1819	1875	 English clergyman, writer
Lincoln Kirstein 	1907	1996	 US ballet authority, impresario, writer
Paul Klee 	1879	1940	 Swiss painter
Grenville Kleiser 	1868	1953	 US author
Kathe Kollwitz 	1867	1945	 German artist
Michael Korda 	1919	1973	 US publisher
Karl Kraus 	1874	1936	 Austrian journalist, critic, playwright, poet
Jiddu Krishnamurti 	1895	1986	 Indian philosopher
Ray Kroc 	1902	1984	 US businessman, restaurateur
Louis Kronenberger 	1904	1980	 US critic, author
Joseph Wood Krutch 	1893	1970	 US naturalist, conservationist, writer, critic.
Maggie Kuhn 	1905	1995	 US activist, social worker
Charles Kuralt 	1934	1997	 US newscaster, correspondent, journalist, author
Louis L'Amour 	1908	1988	 US author
Jean de LaBruyere 	1645	1696	 French philosopher, writer
Jean de LaFontaine 	1621	1695	 French poet
Francois LaRochefoucauld 	1613	1680	 French author
R. D. Laing 	1927	1989	 English psychiatrist
Alphonse De Lamartine 	1790	1869	 French poet, historian
Charles Lamb 	1775	1834	 English essayist, author
Letitia Landon 	1802	1838	 English poet, novelist
Walter Savage Landor 	1775	1864	 English poet, essayist
Suzanne K. Langer 	1895	1985	 US philosopher
Philip Larkin 	1922	1985	 English poet, author, librarian
Nella Larsen 	1891	1964	 US novelist
Harry Lauder 	1870	1950	 Scottish comedian
Johann Casper Lavater 	1741	1801	 Swiss theologian, author
T. E. Lawrence 	1888	1935	 English soldier, author
Helen Lawrenson 	1904	1982	 US editor
Emma Lazarus 	1849	1887	 US poet
LeCorbusier 	1887	1965	 Swiss architect, city planner
Stephen Leacock 	1869	1944	 Canadian author, educator, economist, humorist
Frank Leahy 	1908	1973	 US football coach
Edward Lear 	1812	1888	 English poet, landscape painter
Timothy Leary 	1920	1996	 US educator, lecturer, psychologist
Stanislaw Lec 	1909	1996	 Polish aphorist, poet, satirist
Bruce Lee 	1940	1973	 US martial arts expert, actor
Gypsy Rose Lee 	1914	1970	 US entertainer
Robert E. Lee 	1807	1870	 US army officer
Antonie van Leeuwenhoek 	1632	1723	 Dutch biologist
Lotte Lehmann 	1888	1976	 German opera singer
Tony Lema 	1934	1966	 US golfer
Ninon de Lenclos 	1620	1705	 French society figure, courtesan
Vladimir Ilyich Lenin 	1870	1924	 Russian communist leader, author
John Lennon 	1940	1980	 English singer, songwriter, musician
Leonardo da Vinci 	1452	1519	 Italian painter, sculptor, architect, engineer
Aldo Leopold 	1887	1948	 US forester, conservationist
Alan Jay Lerner 	1918	1986	 US dramatist, lyricist, composer
Max Lerner 	1902	1992	 US political columnist, educator
Gotthold Lessing 	1729	1781	 German philosopher, dramatist, critic
Oscar Levant 	1906	1972	 US composer, musician, actor
Sam Levenson 	1911	1980	 U.S. humorist, author
George Henry Lewes 	1817	1878	 English philosopher, critic, dramatist, scientist
C. S. Lewis 	1898	1963	 English author, scholar
Joe E. Lewis 	1902	1971	 U.S. comedian, actor
Sinclair Lewis 	1885	1951	 US novelist, playwright
Wyndham Lewis 	1882	1957	 English author, painter
G. C. Lichtenberg 	1742	1799	 German physicist, writer
A. J. Liebling 	1904	1963	 US journalist, author
Beatrice Lillie 	1898	1989	 English comedienne
Doris Lilly 	1926	1991	 US journalist, writer
Abraham Lincoln 	1809	1865	 US president, lawyer
Mary Todd Lincoln 	1818	1882	 US first lady
Charles A. Lindbergh 	1902	1974	 US aviator
Vachel Lindsay 	1879	1931	 US poet
Carl Linnaeus 	1707	1778	 Swedish botanist
Walter Lippmann 	1889	1974	 US journalist, editor, author
Sonny Liston 	1917	1990	 US boxer
Mary Ashton Livermore 	1820	1905	 US journalist, social reformer, lecturer
Belle Livingstone 	1875	1957	 US writer, adventurer
David Livingstone 	1813	1873	 Scottish missionary, explorer
Marie Lloyd 	1870	1922	 English singer
Alain Locke 	1886	1954	 US philosopher, educator, writer
Bobby Locke 	1917	1987	 South African golfer
John Locke 	1632	1704	 English philosopher
Belva Lockwood 	1830	1917	 US social reformer, lawyer
Vince Lombardi 	1913	1970	 US football coach
Cesare Lombroso 	1836	1909	 Italian criminologist, physician, educator
Jack London 	1876	1916	 US novelist
Henry Wadsworth Longfellow 	1807	1882	 US poet, educator
Alice Roosevelt Longworth 	1884	1980	 US author, socialite, celebrity relative
Anita Loos 	1893	1981	 US screenwriter, dramatist, author
Federico Garcia Lorca 	1898	1936	 Spanish poet, dramatist
Audre Lorde 	1934	1992	 US poet, feminist
George Lorimer 	1867	1937	 US editor, writer
Joe Louis 	1914	1981	 US boxer
Louis XIV 	1638	1715	 French ruler
Amy Lowell 	1874	1925	 US poet, critic, lecturer
James Russell Lowell 	1819	1891	 US poet, critic, editor, diplomat
Robert Lowell 	1917	1977	 US poet, pacifist
John Lubbock 	1834	1913	 English naturalist, banker, statesman
Clare Boothe Luce 	1905	1987	 US dramatist, author, politician, diplomat
Henry R. Luce 	1898	1967	 US editor, publisher
Martin Luther 	1483	1546	 German religious reformer
Rosa Luxemburg 	1871	1919	 Polish German socialist, writer
John Lyly 	1554	1606	 English dramatist, writer
Robert Lynd 	1892	1970	 US sociologist
J. Russel Lynes 	1910	1991	 US author, editor
Mary Lyon 	1797	1849	 US educator
Jackie "Moms" Mabley 	1894	1975	 US comedienne
Douglas MacArthur 	1880	1964	 US army officer
George MacDonald 	1824	1905	 Scottish novelist
Archibald MacLeish 	1892	1982	 US poet, playwright, teacher, public official
Rose Macaulay 	1881	1958	 English novelist, writer
Thomas B. Macaulay 	1800	1859	 English author, historian, statesman, poet
Niccolo Machiavelli 	1469	1527	 Italian philosopher, statesman, writer
Harold Macmillan 	1894	1986	 English politician
James Madison 	1751	1836	 US president (4th), political theorist
Maurice Maeterlinck 	1862	1949	 Belgian dramatist, author
Gustav Mahler 	1860	1911	 Austrian composer, conductor
Maimonides 	1135	1204	 Jewish philosopher, jurist, physician
Marjorie Main 	1890	1975	 US actress
Malcolm X 	1925	1965	 US political activist
Stephane Mallarme 	1842	1898	 French poet
Andre Malraux 	1901	1976	 French novelist, art historian, public official
Thomas Malthus 	1766	1834	 English economist
Horace Mann 	1796	1859	 US educator, politician
Marya Mannes 	1904	1990	 US journalist, writer
Katherine Mansfield 	1888	1923	 New Zealander author
Orison Swett Marden 	1906	1975	 U.S. lawyer
Jacques Maritain 	1882	1973	 French philosopher
Beryl Markham 	1902	1986	 English aviator
Edwin Markham 	1852	1940	 US poet, lecturer
Christopher Marlowe 	1564	1593	 English dramatist, poet
Don Marquis 	1878	1937	 US journalist, poet, dramatist, humorist
Peter Marshall 	1902	1949	 US religious leader
Thurgood Marshall 	1908	1993	 US supreme court justice
Jose Marti 	1853	1895	 Cuban poet, patriot
Dean Martin 	1917	1995	 US singer, actor
Harriet Martineau 	1802	1876	 English social reformer, writer
Andrew Marvell 	1621	1678	 English poet
Groucho Marx 	1890	1977	 US comedian
Karl Marx 	1818	1883	 German socialist leader, philosopher
John Masefield 	1878	1967	 English novelist, poet, playwright
Abraham Maslow 	1908	1970	 US psychologist, philosopher
Philip Massinger 	1583	1640	 English dramatist
Henri Matisse 	1869	1954	 French artist, author
Francois Mauriac 	1885	1970	 French novelist, essayist, poet, playwright
Andre Maurois 	1885	1967	 French biographer, novelist, essayist
Elsa Maxwell 	1883	1963	 US writer, TV hostess, columnist
Rollo May 	1909	1994	 US psychoanalyst
Vladimir Mayakovsky 	1893	1930	 Soviet Georgian poet
William James Mayo 	1861	1939	 US surgeon
Benjamin E. Mays 	1895	1984	 US educator, clergyman
Giuseppe Mazzini 	1805	1872	 Genoese propagandist, revolutionary
Christa McAuliffe 	1948	1986	 US teacher
Mary McCarthy 	1912	1989	 US novelist, critic
William McFee 	1881	1966	 US author
Phyllis McGinley 	1905	1978	 US author, poet
William McKinley 	1843	1901	 US president (25th)
Marshall McLuhan 	1911	1980	 Canadian educator, author
Aimee Semple Mcpherson 	1890	1944	 US religious leader, evangelist
Margaret Mead 	1901	1978	 US anthropologist, author
Peter Medawar 	1915	1987	 English zoologist
Golda Meir 	1898	1978	 Israeli political leader
Nellie Melba 	1861	1931	 Australian opera singer
William Lamb Melbourne 	1779	1848	 English prime minister
Andrew Mellon 	1855	1937	 US financier, philanthropist
Herman Melville 	1819	1891	 US novelist
H. L. Mencken 	1880	1956	 US editor, satirist
Karl A. Menninger 	1893	1990	 US psychiatrist
Robert Menzies 	1894	1978	 Australian political leader
George Meredith 	1828	1909	 English novelist, poet
Ethel Merman 	1909	1984	 US singer, actor
Thomas Merton 	1915	1968	 French monk, poet
Grace Metalious 	1924	1964	 US novelist
Alice Meynell 	1847	1922	 English poet, essayist
Michelangelo 	1475	1564	 Italian painter, sculptor, architect, poet
James Michener 	1907	1997	 US novelist
Thomas Middleton 	1580	1627	 English dramatist
John Stuart Mill 	1806	1873	 English economist, philosopher
Edna St. Vincent Millay 	1882	1950	 US author, poet
Alice Duer Miller 	1874	1942	 US poet, author
Henry Miller 	1891	1980	 US novelist
Joaquin Miller 	1839	1913	 US poet
Kelly Miller 	1863	1939	 US educator, university dean
Robert Millikan 	1868	1953	 US physicist
A. A. Milne 	1882	1965	 English humorist, children's author
John Milton 	1608	1674	 English poet, essayist
Margaret Mitchell 	1900	1949	 US novelist
Maria Mitchell 	1818	1889	 US astronomer, educator
Naomi Mitchison 	1897	1999	 Scottish novelist
Nancy Mitford 	1904	1973	 English novelist
Addison Mizner 	1872	1933	 US architect
Wilson Mizner 	1876	1933	 US playwright, author
Claude Monet 	1840	1926	 French artist
Bill Monroe 	1920	1996	 US musician, instrumentalist
Harriet Monroe 	1860	1936	 US editor, poet
James Monroe 	1758	1831	 US president (5th)
Marilyn Monroe 	1926	1962	 US actress
Elizabeth Montagu 	1720	1800	 English intellectual, conversationalist
Mary Wortley Montagu 	1689	1762	 English author
Michel Eyquem de Montaigne 	1553	1592	 French essayist, courtier
