Edward Abbey 	1927	1989	 US author
Charles Montesquieu 	1689	1755	 French lawyer, political philosopher
Maria Montessori 	1870	1952	 Italian educator, reformer
James Montgomery 	1771	1854	 Scottish poet, journalist
Brian Moore 	1921	1999	 Irish novelist
George Moore 	1852	1933	 Irish author, poet, dramatist
Henry Moore 	1898	1986	 English sculptor
Marianne Moore 	1887	1972	 US poet, editor
Thomas Moore 	1779	1852	 Irish poet
Hannah More 	1745	1833	 English writer
Thomas More 	1478	1535	 English humanist , statesman
J. P. Morgan 	1837	1913	 US financier
Christopher Morley 	1890	1957	 US novelist, journalist
John Morley 	1838	1923	 English journalist, politician, historian
Robert Morley 	1908	1992	 English actor, director, playwright
William Morris 	1834	1896	 English craftsman, poet
Dwight Whitney Morrow 	1873	1931	 US diplomat
Grandma Moses 	1860	1961	 US folk painter
Robert Motherwell 	1915	1991	 US painter
Lucretia Mott 	1793	1880	 US social reformer
Wolfgang Amadeus Mozart 	1756	1791	 Austrian composer
Malcolm Muggeridge 	1903	1990	 US writer, journalist, critic, educator
Elijah Muhammad 	1897	1975	 US religious leader
John Muir 	1838	1914	 US naturalist, writer
Ethel Watts Mumford 	1878	1940	
Lewis Mumford 	1895	1990	 US urban planner, historian
Iris Murdoch 	1919	1999	 Irish author
Edward R. Murrow 	1908	1965	 US broadcast journalist
Miyamoto Musashi 	1584	1645	 Japanese warrior, strategist
Benito Mussolini 	1883	1945	 Italian political leader
Ogden Nash 	1902	1971	 US poet
George Jean Nathan 	1882	1958	 US editor, critic
Robert Nathan 	1894	1985	 US novelist, poet
Carry Nation 	1846	1911	 US social reformer
Suzanne Curchod Necker 	1739	1794	 French writer
Jawaharlal Nehru 	1889	1964	 Indian political leader
William C. Nell 	1816	1874	 US historian, abolitionist
Horatio Nelson 	1758	1805	 English naval officer
Howard Nemerov 	1920	1991	 US poet, novelist, critic
Pablo Neruda 	1904	1973	 Chilean poet, diplomat, Marxist
Louise Nevelson 	1899	1988	 US sculptor, painter
John Henry Newman 	1801	1890	 English religious leader, prelate, writer
Huey P. Newton 	1942	1989	 US political activist
Isaac Newton 	1642	1727	 English mathematician, philosopher
Reinhold Niebuhr 	1892	1971	 US theologian, author
Friedrich Nietzsche 	1844	1900	 German philosopher, poet
Florence Nightingale 	1820	1910	 English nurse, reformer
Anais Nin 	1903	1977	 US author
Pat Nixon 	1912	1993	 US first lady
Richard Nixon 	1913	1994	 US president (37th), author
Louis Nizer 	1902	1994	 English lawyer
Kwame Nkrumah 	1909	1972	 Ghanian political leader
Alfred Nobel 	1833	1896	 Swedish chemist, inventor, philanthropist
Frank Norris 	1870	1902	 US novelist
Kathleen Norris 	1880	1960	 US novelist
Caroline Sheridan Norton 	1808	1877	 English poet, novelist
Novalis 	1772	1801	 German poet
Sean O'Casey 	1880	1964	 Irish playwright
Flannery O'Connor 	1925	1964	 US author
Georgia O'Keeffe 	1887	1986	 US painter
Austin O'Malley 	1858	1932	 US physician, humorist
Eugene O'Neill 	1888	1953	 US dramatist
Margaret Oliphant 	1828	1897	 Scottish writer
Laurence Olivier 	1907	1989	 English actor, producer, director
Aristotle Onassis 	1906	1975	 Greek shipping magnate
Jacqueline Kennedy Onassis 	1929	1994	 US first lady
J. Robert Oppenheimer 	1904	1967	 US physicist
Jose Ortega y Gasset 	1883	1955	 Spanish philosopher
Joe Orton 	1933	1967	 English playwright
George Orwell 	1903	1950	 English novelist, critic
John Osborne 	1929	1994	 English playwright
William Osler 	1849	1919	 Canadian physician
Thomas Otway 	1652	1685	 English dramatist, poet
Ouida 	1839	1908	 English novelist, social critic
Wilfred Owen 	1893	1918	 English poet
Jesse Owens 	1913	1980	 US track athlete
Vance Packard 	1914	1996	 US nonfiction writer
Clementine Paddleford 	1900	1967	 US journalist, editor
Marcel Pagnol 	1895	1974	 French playwright
Satchel Paige 	1906	1982	 US baseball pitcher
Thomas Paine 	1737	1809	 US philosopher, pamphleteer
Vance Palmer 	1885	1959	 Australian novelist
Emmeline Pankhurst 	1858	1928	 English suffragist
Sylvia Pankhurst 	1882	1960	 English suffragist
Charlie Parker 	1920	1955	 US musician
Dorothy Parker 	1893	1967	 US author, poet, journalist, humorist
Theodore Parker 	1810	1860	 US theologian, pastor, scholar
C. Northcote Parkinson 	1909	1993	 Brtitish historian, philosopher
Blaise Pascal 	1623	1662	 French mathematician, physicist, theologian
Boris Pasternak 	1890	1960	 Russian novelist, poet
Louis Pasteur 	1822	1895	 French chemist, bacteriologist
Walter Pater 	1839	1894	 English essayist, critic
Alan Paton 	1903	1988	 South African novelist
Alice Paul 	1885	1977	 US lawyer
Jean Paul 	1763	1825	 German novelist, humorist
Linus Pauling 	1901	1994	 US chemist
Cesare Pavese 	1908	1950	 Italian poet, critic, novelist, translator
Ivan Pavlov 	1849	1936	 Russian physiologist
Anna Pavlova 	1881	1931	 Russian ballerina
Thomas Love Peacock 	1785	1866	 English novelist, poet
Norman Vincent Peale 	1898	1993	 US evangelist
Minnie Pearl 	1912	1996	 US comedienne
Hesketh Pearson 	1887	1964	 English actor, director, biographer
Westbrook Pegler 	1894	1969	 US journalist
Charles Peguy 	1873	1914	 French philosopher, poet
Charles Sanders Peirce 	1839	1914	 US philosopher, scientist, logician
Harvey Penick 	1905	1995	 US golfer, teacher
William Penn 	1644	1718	 English colonizer
Claude Pepper 	1900	1989	 US congressman
Samuel Pepys 	1633	1703	 English diarist, naval administrator
Frances Perkins 	1880	1965	 US educator, government official
Eva Peron 	1919	1952	 Argentine political leader
Virgilia Peterson 	1904	1966	 US writer, TV personality
Francesco Petrarch 	1304	1374	 Italian poet
William Lyon Phelps 	1865	1943	 US educator, journalist
Wendell Phillips 	1811	1884	 US abolitionist
Eden Phillpotts 	1862	1960	 English novelist, playwright, dramatist
Francis Picabia 	1879	1953	 French painter, illustrator, designer, editor
Pablo Picasso 	1881	1973	 Spanish painter, sculptor
William Pickens 	1881	1954	 US educator, university dean
Mary Pickford 	1894	1979	 Canadian actress
Franklin Pierce 	1804	1869	 US president (14th)
Albert Pike 	1809	1891	 US lawyer, historian
P. B. S. Pinchback 	1837	1921	 US politican
Gifford Pinchot 	1865	1946	 US politician, conservationist
Max Planck 	1858	1947	 German physicist
Henri Poincare 	1854	1912	 French mathematician
James K. Polk 	1795	1849	 US president (11th)
Jackson Pollock 	1912	1956	 US painter
Georges Pompidou 	1911	1974	 French statesman, bank director, teacher
Alexander Pope 	1688	1744	 English poet
Pope John XXIII 	1881	1963	 Roman religious leader
Pope Paul III 	1468	1549	 Italian religious leader
Pope Paul VI 	1897	1978	 Italian religious leader
Cole Porter 	1893	1964	 US composer, lyricist
Eleanor H. Porter 	1868	1920	 US novelist
Sylvia Porter 	1913	1991	 US journalist, finance expert
Emily Post 	1872	1960	 US etiquette authority
Beatrix Potter 	1866	1943	 English author
Stephen Potter 	1900	1969	 English humorist
Ezra Pound 	1885	1972	 US poet, critic, translator
Adam Clayton Powell 	1908	1972	 US politican, pastor
George D. Prentice 	1802	1870	 US newspaperman, editor, poet
Elvis Presley 	1935	1977	 US singer, actor
Ivy Baker Priest 	1905	1975	 US government official
J. B. Priestley 	1894	1984	 English author, dramatist
Joseph Priestley 	1733	1804	 English chemist, political theorist, clergyman
Matthew Prior 	1664	1721	 English poet, diplomat
Adelaide A. Proctor 	1825	1864	 English poet, activist
Marcel Proust 	1871	1922	 French author
Giacomo Puccini 	1858	1924	 Italian composer
Robert Purvis 	1810	1898	 US activist, Underground Railroad organizer
Emily James Putnam 	1865	1944	 US educator
Francis Quarles 	1592	1644	 English poet
Queen Victoria 	1819	1901	 British royalty
Thomas De Quincey 	1785	1859	 English essayist, critic
Edgar Quinet 	1803	1875	 French poet, historian, political philosopher
Francois Rabelais 	1494	1553	 French author
Gilda Radner 	1946	1989	 US actress, comedienne
Ma Rainey 	1886	1939	 US Blues singer
Sir Walter Raleigh 	1552	1618	 English navigator, historian, courtier
Ayn Rand 	1905	1982	 US author
John Randolph 	1773	1833	 US political leader
Jeannette Rankin 	1880	1973	 US suffragist, politician
Terence Rattigan 	1911	1977	 English playwright
John Ray 	1627	1705	 English naturalist
Man Ray 	1890	1976	 U.S. painter, sculptor, photographer
Sam Rayburn 	1882	1961	 US politician, lawyer
Charles Reade 	1814	1884	 English novelist
Harry Reasoner 	1923	1991	 US newscaster, correspondent, journalist
J. Saunders Redding 	1906	1988	 US historian, educator, essayist, critic
Donna Reed 	1921	1986	 US actress
Theodor Reik 	1888	1969	 US psychoanalyst, author
Charles Lenox Remond 	1810	1873	 US abolitionist
Ernest Renan 	1823	1892	 French philosopher, historian, scholar
Jules Renard 	1864	1910	 French dramatist, author
Mary Renault 	1905	1983	 English African novelist
Auguste Renoir 	1841	1919	 French artist
Agnes Repplier 	1858	1950	 US essayist
Joshua Reynolds 	1723	1792	 English artist
Cecil Rhodes 	1853	1902	 English statesman, financier
Jean Rhys 	1894	1979	 English novelist
Grantland Rice 	1880	1954	 US sports columnist, author
Ellen Swallow Richards 	1842	1911	 US chemist, ecologist
Dorothy Miller Richardson 	1873	1957	 English novelist
Jean Paul Richter 	1763	1825	 German novelist
Edward Rickenbacker 	1890	1973	 US war hero, airline executive
Branch Rickey 	1881	1965	 US baseball player, manager, executive
Arthur Rimbaud 	1854	1891	 French poet, adventurer
Mary Roberts Rinehart 	1876	1958	 US novelist, playwright
Thelma Ritter 	1905	1969	 US actress
Antoine Rivarol 	1753	1801	 French journalist, epigrammatist
Marty Robbins 	1925	1982	 US singer, songwriter
Frederick Robertson 	1816	1853	 English divine
Paul Robeson 	1898	1976	 US athlete, scholar, actor, singer
Edwin A. Robinson 	1869	1935	 US poet
Jackie Robinson 	1919	1972	 US baseball player
James Harvey Robinson 	1863	1936	 US historian
Sugar Ray Robinson 	1920	1989	 US boxer
Nelson A. Rockefeller 	1908	1979	 US politician
John D. Rockefeller, Jr. 	1874	1960	 US oil magnate, philanthropist
Knute Rockne 	1888	1931	 US football coach
Auguste Rodin 	1840	1917	 French sculptor
Theodore Roethke 	1908	1963	 US poet
Will Rogers 	1879	1935	 US actor, lecturer, humorist
Romain Rolland 	1866	1944	 French novelist, dramatist, essayist
Eleanor Roosevelt 	1884	1962	 US first lady, social reformer
Franklin Delano Roosevelt 	1882	1945	 US president (32nd)
Theodore Roosevelt 	1858	1919	 US president (26th)
Ernestine L. Rose 	1810	1892	 US activist
Harold Rosenberg 	1906	1978	 US writer, educator, philosopher
Christina Rossetti 	1830	1894	 English poet
Dante Gabriel Rossetti 	1828	1882	 English painter, poet
Gioacchino Rossini 	1792	1868	 Italian opera composer
Edmond Rostand 	1868	1918	 French dramatist
Jean Rostand 	1894	1977	 French biologist, writer
Henri Rousseau 	1844	1910	 French artist
Jean Jacques Rousseau 	1712	1778	 French philosopher, author
Nicholas Rowe 	1674	1718	 English writer, poet
Jerry Rubin 	1938	1994	 US activist
Helena Rubinstein 	1870	1965	 US cosmetician, executive, philanthropist
Wilma Rudolph 	1940	1994	 US track athlete
Josephine St. Pierre Ruffin 	1842	1924	 US suffragist
David Ruggles 	1819	1849	 US editor
Muriel Rukeyser 	1913	1980	 US poet
Benjamin Rush 	1746	1813	 US physician, congressman
John Ruskin 	1819	1900	 English critic, author
Bertrand Russell 	1872	1970	 Welsh philosopher, mathematician, essayist
Rosalind Russell 	1911	1976	 US actress, philanthropist
Babe Ruth 	1895	1948	 US baseball player
Gilbert Ryle 	1900	1976	 British philosopher
Moslih Eddin Saadi 	1184	1291	 Persian poet
Nelly Sachs 	1891	1970	 German poet, dramatist
Marquis de Sade 	1740	1814	 French novelist
Carl Sagan 	1934	1996	 US astronomer
Jonas Salk 	1914	1995	 US microbiologist
George Sand 	1804	1876	 French author
Carl Sandburg 	1878	1967	 US poet, biographer
Margaret Sanger 	1883	1966	 US nurse, social reformer
George Santayana 	1863	1952	 US philosopher, author, educator, poet
William Saroyan 	1908	1981	 US writer, novelist, playwright
May Sarton 	1912	1995	 US author, poet
Siegfried Sassoon 	1886	1967	 English poet, soldier, author
Erik Satie 	1866	1925	 French composer
Dorothy L. Sayers 	1893	1957	 English author
Friedrich von Schiller 	1759	1805	 German dramatist, poet, historian
Friedrich von Schlegel 	1772	1829	 German critic, writer
Artur Schnabel 	1882	1951	 Austrian pianist, teacher
Arthur Schomburg 	1874	1938	 US educator, administrator
Arthur Schopenhauer 	1788	1860	 German philosopher
Olive Schreiner 	1855	1920	 South African novelist
Charles Schulz 	1922	2000	 US cartoonist
E. F. Schumacher 	1911	1977	 Engish economist, write
Robert Alexander Schumann 	1810	1856	 German composer
Charles Schwab 	1862	1939	 US manufacturer
Albert Schweitzer 	1875	1965	 French theologian, musician, medical missionary
Sir Walter Scott 	1771	1832	 Scottish novelist, poet, historian, biographer
Haile Selassie 	1892	1975	 Ethiopian political leader
John Selden 	1584	1654	 English jurist, scholar
Kate Seredy 	1899	1975	 Hungarian children's writer, illustrator
Rod Serling 	1924	1975	 US writer
Georges Seurat 	1859	1891	 French artist, painter
Dr. Seuss 	1904	1991	 US author, illustrator
Eric Sevareid 	1912	1992	 US newscaster
Marie de Sevigne 	1626	1696	 French diarist
William Seward 	1801	1872	 US politician, abolitionist
Anna Sewell 	1820	1878	 English novelist
Anne Sexton 	1928	1974	 US poet
Thomas Shadwell 	1642	1692	 English dramatist, poet
William Shakespeare 	1564	1616	 English dramatist, poet
George Bernard Shaw 	1856	1950	 English dramatist, critic
Fulton J. Sheen 	1895	1979	 US religious leader
Mary Wollstonecraft Shelley 	1797	1851	 English author
Percy Bysshe Shelley 	1792	1822	 English poet
William Shenstone 	1714	1763	 English poet, gardener, collector
Richard Brinsley Sheridan 	1751	1816	 Irish dramatist, parliamentary orator
Mary Martha Sherwood 	1775	1851	 English children's author
Robert E. Sherwood 	1896	1955	 US playwright
Dinah Shore 	1917	1994	 US singer, actress
Sarah Siddons 	1755	1831	 English actress, sculptor
Philip Sidney 	1554	1586	 English courtier, statesman
William Gilmore Simms 	1806	1870	 US novelist
Frank Sinatra 	1915	1998	 US singer, actor
Upton Sinclair 	1878	1968	 US novelist
Edith Sitwell 	1887	1964	 English poet
Osbert Sitwell 	1892	1969	 English author
Sivananda 	1887	1963	 Indian physician, sage
Red Skelton 	1913	1997	 US comedian, actor
B. F. Skinner 	1904	1990	 US psychologist, author
Cornelia Otis Skinner 	1901	1979	 US actress, author
Alfred P. Sloan, Jr. 	1875	1966	 US auto executive
Samuel Smiles 	1812	1904	 Scottish author
Adam Smith 	1723	1790	 Scottish economist
Alexander Smith 	1830	1867	 Scottish poet
Alfred E. Smith 	1873	1944	 US political leader
Bessie Smith 	1894	1937	 US blues singer, songwriter
Betty Smith 	1896	1972	 US novelist
Dodie Smith 	1896	1990	 English dramatist
Hannah Whitall Smith 	1832	1911	 US evangelist, reformer, suffragist, author
Lillian Smith 	1897	1966	 US novelist, educator
Stevie Smith 	1902	1971	 English poet
Sydney Smith 	1771	1845	 English clergyman, essayist
Tobias Smollett 	1721	1771	 Scottish poet
C. P. Snow 	1905	1980	 English novelist, scientist, government official
Ralph W. Sockman 	1889	1970	 US religious leader
Robert South 	1634	1716	 English clergyman
Robert Southey 	1774	1843	 English author
Anne Spencer 	1882	1975	 US poet, social worker
Herbert Spencer 	1820	1903	 English naturalist, philosopher
Oswald Spengler 	1880	1936	 German philosopher
Benedict Spinoza 	1632	1677	 Dutch philosopher
Benjamin Spock 	1903	1998	 US physician, author
Charles H. Spurgeon 	1834	1892	 English preacher
Johanna Spyri 	1827	1901	 Swiss novelist
St. Francis of Assisi 	1182	1226	 Italian religious leader
Adela Rogers St. Johns 	1894	1988	 US journalist
St. Teresa of Avila 	1515	1582	 Spanish mystic, poet
Joseph Stalin 	1879	1953	 Russian political leader
Stanislaus I 	1677	1766	 Polish ruler
Konstantin Stanislavsky 	1863	1938	 Russian actor, director
Elizabeth Cady Stanton 	1815	1902	 US social reformer, feminist
Barbara Stanwyck 	1907	1990	 US actress
Lincoln Steffens 	1866	1936	 US journalist, social reformer
Edward Steichen 	1879	1973	 US photographer
Gertrude Stein 	1874	1946	 US author
John Steinbeck 	1902	1968	 US novelist
Stendhal 	1783	1842	 French novelist
Casey Stengel 	1890	1975	 US baseball player, manager
James Stephens 	1882	1950	 English author, poet
Laurence Sterne 	1713	1768	 English novelist
Wallace Stevens 	1879	1955	 US poet, author
Adlai Stevenson 	1900	1965	 US diplomat, politician, lawyer
Robert Louis Stevenson 	1850	1894	 Scottish author, poet, essayist, critic
Potter Stewart 	1915	1985	 US supreme court justice
Henry Lewis Stimson 	1867	1950	 US government official
Carl Stokes 	1927	1996	 US mayor, lawyer
I. F. Stone 	1907	1989	 US journalist, pamphleteer, author
Lucy Stone 	1818	1893	 US suffragist, feminist
Harriet Beecher Stowe 	1811	1896	 US author
Lytton Strachey 	1880	1932	 English biographer, critic
Igor Stravinsky 	1882	1971	 Russian composer
Anne Sullivan 	1866	1936	 US educator
Edith Clara Summerskill 	1901	1980	 English politician, physician, author
Charles Sumner 	1811	1874	 US statesman
Billy Sunday 	1862	1935	 US revivalist, baseball player
R. S. Surtees 	1805	1864	 English author
Shunryu Suzuki 	1905	1971	 Japanese religious leader
Gloria Swanson 	1897	1983	 US actor, producer, business executive
William Howard Taft 	1857	1930	 US president (27th )
Rabindranath Tagore 	1861	1941	 Bengali poet, novelist, composer
Booth Tarkington 	1869	1946	 US novelist, dramatist
Ann 	and Jane	 Taylor (1782	1866) English children's author, poet
Jeremy Taylor 	1613	1667	 English bishop, theologian
Sara Teasdale 	1884	1933	 US author, poet
William Temple 	1628	1699	 English statesman, author
Alfred, Lord Tennyson 	1809	1892	 English poet
Mother Teresa 	1910	1997	 Albanian nun, missionary
Mary Church Terrell 	1863	1954	 US social reformer
Ellen Terry 	1847	1928	 British actress
William Makepeace Thackeray 	1811	1863	 English novelist
Dylan Thomas 	1914	1953	 Welsh poet, writer
Edward Thomas 	1878	1917	 English poet, critic
Lewis Thomas 	1913	1993	 English biologist, essayist
Lowell Thomas 	1892	1981	 US radio broadcaster, journalist
Martha Carey Thomas 	1857	1935	 US educator, feminist
Norman Thomas 	1884	1968	 US socialist, social reformer
Thomas Aquinas 	1225	1274	 Italian theologian, philosopher
Dorothy Thompson 	1894	1961	 US journalist, writer
Francis Thompson 	1859	1907	 English poet
James Thomson 	1834	1882	 Scottish poet, essayist
Virgil Thomson 	1896	1989	 US composer, conductor, music critic
Henry David Thoreau 	1817	1862	 US essayist, poet, naturalist
James Thurber 	1894	1961	 US novelist, humorist, cartoonist
Howard Thurman 	1900	1981	 US educator, theologian
Wallace Thurman 	1902	1934	 US journalist, dramatist, literary editor
Alexis de Tocqueville 	1805	1879	 French scientist, historian, politician
J. R. R. Tolkien 	1892	1973	 English novelist, scholar
Melvin Tolson 	1900	1966	 US poet, educator
Leo Tolstoy 	1828	1910	 Russian novelist, philosopher
Jean Toomer 	1894	1967	 US author, poet
Arturo Toscanini 	1867	1957	 Italian conductor
Arnold Toynbee 	1852	1883	 English economist, reformer
Spencer Tracy 	1900	1967	 US actor
Herbert Beerbohm Tree 	1853	1917	 English actor, theater manager
Richard C. Trench 	1807	1886	 English archbishop, philogist, poet
Diane Trilling 	1905	1996	 US author, critic
Lionel Trilling 	1905	1975	 US literary critic, teacher
Anthony Trollope 	1815	1882	 English author
Leon Trotsky 	1879	1940	 Russian communist revolutionary
Harry S. Truman 	1884	1972	 US president (33rd), politician
Barbara Tuchman 	1912	1989	 US historian
Sophie Tucker 	1884	1966	 US singer
Henry Tuckerman 	1813	1871	 US critic, essayist, poet
Martin Tupper 	1810	1889	 English poet
Henry McNeal Turner 	1834	1915	 US legislator, minister
Lana Turner 	1920	1995	 US actress
Mark Twain 	1835	1910	 US novelist, journalist, river pilot
Conway Twitty 	1933	1993	 US singer, songwriter
Kenneth Tynan 	1927	1980	 English theatre critic
John Tyndall 	1820	1893	 English physicist
Brenda Ueland 	1891	1986	 US writer
Miguel de Unamuno 	1864	1936	 Spanish educator, philosopher, author
Paul Valery 	1871	1945	 French poet, critic
Jim Valvano 	1946	1993	 US basketball coach, sportscaster
Vincent Van Gogh 	1853	1890	 Dutch artist
John Vanbrugh 	1664	1726	 English dramatist, architect
Amy Vanderbilt 	1908	1974	 US etiquette authority
Henry Jackson Vandyke, Jr. 	1852	1933	 US clergyman, educator, author
Harry Vardon 	1870	1937	 English golfer
Bill Vaughan 	1915	1977	 US journalist, author
Luc de Clapiers Vauvenargues 	1715	1747	 French moralist, essayist
Thorstein Veblen 	1857	1929	 US economist, social scientist
Giuseppe Verdi 	1813	1901	 Italian composer
Paul Verlaine 	1844	1896	 French poet
Giambattista Vico 	1668	1744	 Italian philosopher
Alfred Victor Vigny 	1797	1863	 French man of letters
Voltaire 	1694	1778	 French philosopher, poet, novelist, playwright
Diana Vreeland 	1903	1989	 US fashion editor
Peter De Vries 	1910	1993	 US novelist, editor
Richard Wagner 	1813	1883	 German opera composer
Edmund Waller 	1606	1687	 English poet
Horace Walpole 	1717	1797	 English novelist, letter writer
Hugh Walpole 	1884	1941	 English novelist, critic, dramatist
Robert Walpole 	1676	1745	 British statesman
Izaak Walton 	1593	1683	 English author
Sam Walton 	1918	1992	 US business executive
John Wanamaker 	1838	1922	 US businessman
Artemus Ward 	1834	1867	 US humorist
Barbara Ward 	1914	1981	 English economist, journalist, educator
William A. Ward 	1921	1994	 US college administrator
Andy Warhol 	1928	1987	 US artist, author
Charles Dudley Warner 	1829	1900	 US newspaperman, author, editor, publisher
Susan Warner 	1819	1885	 US novelist
Earl Warren 	1891	1974	 US politician, jurist
Robert Penn Warren 	1905	1989	 US novelist, poet, critic, teacher
Booker T. Washington 	1856	1915	 US educator, social reformer
George Washington 	1732	1799	 US president (1st), soldier, surveyor, farmer
William Watson 	1858	1935	 English poet
Thomas J. Watson, Sr. 	1874	1956	 US business executive
Alan W. Watts 	1915	1973	 US philosopher
Isaac Watts 	1674	1748	 English minister
Evelyn Waugh 	1903	1966	 English novelist
John Wayne 	1907	1979	 US actor, director
Beatrice Potter Webb 	1858	1943	 US social economist
Mary Webb 	1881	1927	 English novelist
Daniel Webster 	1782	1852	 US orator, statesman
Simone Weil 	1909	1943	 French philosopher
Otto Weininger 	1880	1903	 Austrian philosopher
Orson Welles 	1915	1985	 US actor, director, producer, writer
Arthur Wellesley 	1769	1852	 British military and political leader
Carolyn Wells 	1869	1942	 US author
H. G. Wells 	1866	1946	 English writer
Charles Wesley 	1707	1788	 English clergyman, poet, hymn writer
John Wesley 	1703	1791	 English preacher
Jessamyn West 	1902	1984	 US author
Mae West 	1892	1980	 US actress
Rebecca West 	1892	1983	 Irish author, journalist
Edward Westcott 	1846	1898	 US novelist, banker
Richard Whately 	1787	1863	 English prelate, writer
Edwin Percy Whipple 	1819	1886	 US essayist
James McNeill Whistler 	1834	1903	 US artist, author
E. B. White 	1899	1985	 US humorist, essayist, novelist
Patrick White 	1912	1990	 Australian novelist
William Allen White 	1868	1944	 US journalist, editor
Alfred North Whitehead 	1861	1947	 English mathematician, philosopher
Walt Whitman 	1819	1892	 US poet
John Greenleaf Whittier 	1807	1892	 US poet, essayist
Norbert Wiener 	1894	1964	 US mathematician
Ella Wheeler Wilcox 	1850	1919	 US writer, poet, journalist
Laura Ingalls Wilder 	1867	1957	 US author
Thornton Wilder 	1897	1975	 US playwright, novelist
Roy Wilkins 	1901	1981	 US social reformer, civil rights leader
Emma Hart Willard 	1787	1870	 US educator
Tennessee Williams 	1911	1983	 US dramatist, author
William Carlos Williams 	1883	1963	 US poet
Hank Williams, Sr. 	1923	1953	 US singer, songwriter
Angus Wilson 	1913	1991	 English novelist
Earl Wilson 	1907	1987	 US newspaper columnist
Edmund Wilson 	1895	1972	 US critic, essayist
Flip Wilson 	1933	1988	 US comedian, actor
Harold Wilson 	1916	1995	 English statesman
Woodrow Wilson 	1856	1924	 US president, political scientist, educator
Walter Winchell 	1897	1972	 US journalist, broadcaster
P. G. Wodehouse 	1881	1975	 English novelist, humorist
Thomas Wolfe 	1900	1938	 US novelist
Mary Shelly Wollstonecraft 	1759	1797	 English writer, women's rights activist
Victoria Claffin Woodhull 	1838	1927	 US reformer
Carter G. Woodson 	1875	1950	 US historian, editor
Virginia Woolf 	1882	1941	 English author, critic
Alexander Woollcott 	1887	1943	 US novelist, critic, actor
William Wordsworth 	1770	1850	 English poet
Henry Wotton 	1568	1639	 English poet, diplomat
Frank Lloyd Wright 	1869	1959	 US architect, writer
Orville Wright 	1871	1948	 US inventor, aviation pioneer
William Butler Yeats 	1865	1939	 Irish poet, dramatist
Anzia Yezierska 	1885	1970	 US novelist
Brigham Young 	1801	1877	 US religious leader
Coleman Young 	1918	1997	 US politician
Edward Young 	1683	1765	 English poet, dramatist
Owen D. Young 	1874	1962	 US lawyer, businessman
Whitney M. Young, Jr. 	1921	1971	 US civil rights leader
Henny Youngman 	1906	1998	 US comedian
Babe Didrikson Zaharias 	1914	1956	 US sportswoman, golfer
Israel Zangwill 	1864	1926	 English novelist, playwright, religioius leader
Frank Zappa 	1940	1993	 US singer, guitarist, philosopher, actor
Emile Zola 	1840	1902	 French author, journalist
Bob Zuppke 	1879	1957	 US football coach
e. e. cummings 	1894	1962	 US poet, novelist
Delphine de Girardin 	1804	1855	 French novelist, poet
Francoise d'Aubigne de Maintenon 	1635	1719	 French writer, consort
