21	 US country singer
22	 US activist
23	 Austrian philosopher
24	 US poet
25	 English poet
26	 English poet
26	 US actress
27	 US singer
28	 English poet
28	 US musician, blues & rock guitarist
29	 Dutch lawyer, writer
29	 English dramatist, poet
29	 English novelist, poet
29	 German poet
30	 English novelist
30	 English playwright
30	 English poet
30	 US editor
30	 US singer, songwriter
31	 English economist, reformer
32	 English courtier, statesman
32	 French artist, painter
32	 French moralist, essayist
32	 US golfer
32	 US journalist, dramatist, literary editor
32	 US novelist
32	 US poet
33	 Argentine political leader
33	 English dramatist, poet
33	 US humorist
33	 US martial arts expert, actor
33	 US singer
34	 English playwright
34	 French philosopher
34	 French writer
34	 US critic, author
35	 Austrian composer
35	 French revolutionary leader, orator
35	 New Zealander author
35	 US musician
35	 US playwright
36	 British royalty
36	 English poet
36	 English poet, novelist
36	 US actress
36	 US psychoanalyst, philosopher
37	 Dutch artist
37	 English divine
37	 French poet, adventurer
37	 Scottish poet
37	 Scottish poet
37	 Soviet Georgian poet
37	 US novelist, physician
38	 English writer, women's rights activist
38	 French novelist, critic
38	 Spanish poet, dramatist
38	 US civil rights leader
38	 US novelist
38	 US poet
38	 US teacher
39	 Argentine revolutionary
39	 English novelist, poet
39	 English poet, activist
39	 English poet, critic
39	 French essayist, courtier
39	 French mathematician, physicist, theologian
39	 German theologian
39	 US author
39	 US aviatrix
39	 US chemist, educator
39	 US civil rights leader, clergyman
39	 US confederate army general
39	 US track athlete
39	 Welsh poet, writer
40	 Austrian ruler
40	 English author, poet
40	 English singer, songwriter, musician
40	 US critic, social reformer, writer
40	 US novelist
40	 US novelist
40	 US novelist
40	 US political activist
41	 French philosopher, poet
41	 Irish dramatist, author
41	 US comedian, satirist, author
41	 US jazz musician, composer, bandleader
42	
42	 Austrian author, poet
42	 Cuban poet, patriot
42	 Danish philosopher, writer
42	 English novelist
42	 English poet
42	 Italian poet, critic, novelist, translator
42	 US businessman
42	 US singer, actor
42	 US sportswoman, golfer
43	 US actress, comedienne
43	 US blues singer, songwriter
43	 US football coach
43	 US poet
43	 US politician, lawyer
44	 English writer, poet
44	 Italian religious leader
44	 Scottish author, poet, essayist, critic
44	 US author
44	 US painter
44	 US singer
45	 Dutch philosopher
45	 English poet, religious leader
45	 German political leader
45	 US Rhythm and Blues singer
45	 US essayist, poet, naturalist
45	 US naval officer
45	 US poet, journalist
46	 English dramatist, author
46	 English novelist
46	 English poet, editor
46	 French dramatist, author
46	 French poet, critic, translator
46	 German composer
46	 German dramatist, poet, historian
46	 Italian intellectual, politician
46	 Scottish clergyman, naturalist
46	 US actor
46	 US novelist
46	 US novelist, poet
46	 US poet
46	 US president, politician
46	 US singer, bandleader
47	 English dramatist
47	 English educator
47	 English naval officer
47	 English novelist
47	 English novelist, critic
47	 English poet, dramatist
47	 English poet, essayist, playwright
47	 English soldier, author
47	 French philosopher, novelist, dramatist
47	 US actress, singer
47	 US basketball coach, sportscaster
47	 US novelist, poet
47	 US political activist
47	 US religious leader
47	 US statesman, author
48	 English author
48	 English poet
48	 French journalist, epigrammatist
48	 German man of letters, aesthetician
48	 German political leader
48	 Polish German socialist, writer
48	 Scottish poet, essayist
48	 US children's author
48	 US gangster
48	 US photographer
48	 US writer, celebrity relative
49	 English playwright, poet
49	 English poet, gardener, collector
49	 English statesman, financier
49	 Italian theologian, philosopher
49	 US author, poet
49	 US novelist
49	 US social reformer, lecturer
50	 English dramatist, poet
50	 French dramatist
50	 Russian ballerina
50	 Scottish poet
50	 US civil rights leader
50	 US dancer
50	 US frontiersman, soldier, politician
50	 US president, lay preacher
50	 US tennis player, AIDS spokesperson
50	 US theologian, pastor, scholar
50	 US writer
51	 Austrian composer, conductor
51	 English chemist
51	 English economist, editor, critic, analyst
51	 French author
51	 French author
51	 French novelist, poet
51	 French philosopher, writer
51	 Prussian military leader, author
51	 US critic, poet, novelist
51	 US journalist, author
51	 US poet, critic, lecturer
51	 US university administrator, baseball executive
51	 US writer
52	 English biographer, critic
52	 English dramatist, poet
52	 English dramatist, writer
52	 English filmmaker
52	 English novelist
52	 English poet
52	 English singer
52	 English sportsman, writer
52	 English writer, essayist
52	 French dramatist, poet, actor
52	 French poet
52	 French soldier, emperor
52	 German philosopher, dramatist, critic
52	 US educator
52	 US novelist
52	 US novelist, banker
52	 US poet
52	 US religious leader
53	
53	 English poet, composer, physician
53	 English poet, dramatist
53	 English scholar, preacher
53	 English theatre critic
53	 French journalist, playwright, aphorist
53	 French monk, poet
53	 German political leader
53	 Jamaican political leader
53	 Japanese religious leader
53	 US Blues singer
53	 US author
53	 US baseball player
53	 US baseball player
53	 US madam
53	 US musician, singer
53	 US singer, guitarist, philosopher, actor
54	 English author
54	 English bishop, theologian
54	 English dramatist
54	 English humorist, playwright, journalist
54	 English painter, poet
54	 English poet, critic, editor
54	 French philosopher, mathematician, scientist
54	 Russian communist leader, author
54	 US opera singer
54	 US president (11th)
54	 US publisher
54	 US religious leader, evangelist
54	 US science fiction writer
54	 US track athlete
55	 British ruler
55	 Danish astronomer
55	 English essayist, critic
55	 English historian, writer
55	 English novelist
55	 English poet
55	 English poet
55	 French painter
55	 French theologian, ecclesiastical statesman
55	 French writer
55	 Italian explorer
55	 Scottish lawyer, biographer
55	 US comedian, actor
55	 US folksinger, songwriter, balladeer
55	 US lawyer, educator
55	 US novelist, poet, essayist
55	 US poet
56	 English author
56	 English clergyman, writer
56	 English poet
56	 French composer
56	 French poet
56	 German philosopher
56	 German philosopher, poet
56	 German political leader
56	 Italian poet
56	 Swedish diplomat, political economist
56	 US activist
56	 US actor, lecturer, humorist
56	 US entertainer
56	 US humorist
56	 US novelist
56	 US novelist, critic, actor
56	 US poet
56	 US president (21st)
56	 US president, lawyer
56	 US writer
57	 English dramatist
57	 English government official
57	 English historian
57	 English humanist , statesman
57	 English jurist
57	 English novelist, critic, dramatist
57	 English poet
57	 English poet, diplomat
57	 English statesman
57	 French novelist, poet, playwright, philosopher
57	 German composer
57	 German critic, writer
57	 German physicist, writer
57	 Russian author
57	 Spanish philosopher, writer
57	 US actress
57	 US biologist, writer
57	 US broadcast journalist
57	 US civil rights leader
57	 US dramatist, author
57	 US educator, historian
57	 US football coach
57	 US playwright, author
57	 US singer, songwriter
58	 English historian, philosopher
58	 English novelist
58	 English novelist, dramatist
58	 English poet
58	 English preacher
58	 English sculptor, engraver, author
58	 French mathematician
58	 French painter
58	 German dramatist, poet
58	 Italian philosopher, statesman, writer
58	 Roman emperorer, ruler
58	 US actor
58	 US clergyman
58	 US comedienne
58	 US critic, essayist, poet
58	 US diplomat
58	 US economist, journalist
58	 US historian, abolitionist
58	 US philosopher
58	 US poet, feminist
58	 US president (25th)
58	 US president (29th)
59	 British ruler
59	 English author
59	 English author, critic
59	 English author, historian, statesman, poet
59	 English dramatist
59	 English essayist, author
59	 English soldier, statesman
59	 French author
59	 French composer
59	 French novelist
59	 French novelist
59	 French sociologist
59	 German astronomer
59	 German poet, critic
59	 Irish novelist, poet, playwright
59	 Italian poet
59	 US artist, author
59	 US educator, social reformer
59	 US journalist, author
59	 US journalist, poet, dramatist, humorist
59	 US playwright
59	 US publisher, author
59	 Welsh actor
60	 English clergyman, author
60	 English poet
60	 English socialite, writer
60	 French novelist, polemical writer
60	 Russian author, translator, theosophist
60	 Russian novelist
60	 Scottish missionary, explorer
60	 Swiss theologian, author
60	 Swiss writer
60	 US activist
60	 US actor
60	 US cartoonist
60	 US encyclopedia editor, essayist
60	 US lawyer, politican
60	 US poet, pacifist
60	 US political leader
60	 US singer, songwriter
60	 US singing comedienne
60	 US writer, lecturer
61	 English novelist
61	 English novelist
61	 English philosopher, critic, dramatist, scientist
61	 English politician
61	 German philosopher
61	 Italian playwright
61	 Japanese warrior, strategist
61	 Russian communist revolutionary
61	 Scottish novelist, poet, historian, biographer
61	 Swiss painter
61	 US anthropologist
61	 US architect
61	 US author
61	 US author, poet, educator
61	 US biographer, essayist
61	 US first lady
61	 US forester, conservationist
61	 US gospel singer
61	 US journalist, writer
61	 US newspaper editor, reformer
61	 US president (26th)
61	 US president (30th), lawyer
61	 US writer
61	 US writer
62	
62	 Austrian journalist, critic, playwright, poet
62	 English actor, theater manager, dramatist
62	 English craftsman, poet
62	 English detective story writer
62	 English dramatist, architect
62	 English essayist, novelist, journalist, poet
62	 English historian, novelist, essayist
62	 English novelist, playwright, religioius leader
62	 English poet, critic, essayist
62	 English psychiatrist
62	 French author, journalist
62	 French dramatist, novelist, diplomat
62	 German novelist
62	 German novelist, humorist
62	 Italian political leader
62	 Russian anarchist
62	 US astronomer
62	 US author
62	 US author
62	 US comedian, vaudeville juggler
62	 US educator, actor
62	 US journalist, author
62	 US journalist, humorist
62	 US moralist, author, clergyman
62	 US novelist
62	 US politician
62	 US psychologist, philosopher
62	 US writer, TV personality
63	 English composer
63	 English economist
63	 English novelist
63	 English poet, author, librarian
63	 English politician
63	 English scholar, writer, clergyman
63	 English writer
63	 French social reformer, author
63	 French statesman, bank director, teacher
63	 German religious reformer
63	 Ghanian political leader
63	 Swedish chemist, inventor, philanthropist
63	 Swedish ruler
63	 US abolitionist
63	 US army officer
63	 US baseball player, sportscaster
63	 US educator, politician
63	 US newscaster, correspondent, journalist, author
63	 US novelist, essayist
63	 US physicist
63	 US political activist
63	 US political activist, civil rights leader
63	 US president (18th)
63	 US president (32nd)
63	 US statesman
63	 US statesman, orator
63	 US writer
64	 English actor, theater manager
64	 English author
64	 English novelist
64	 English poet
64	 French financier
64	 French theologian, author
64	 Italian poet, writer, dramatist
64	 US actress
64	 US broadcast journalist
64	 US cartoonist, musical revue writer
64	 US educator, administrator
64	 US first lady
64	 US librarian, writer
64	 US novelist
64	 US painter
64	 US politican, pastor
64	 US religious and civil rights leader
65	 English author, scholar
65	 English novelist
65	 English philosopher, statesman, essayist
65	 English playwright
65	 English poet, dramatist
65	 English poet, dramatist, essayist
65	 English social reformer, philanthropist
65	 English traveler, author
65	 French critic
65	 French librarian, writer
65	 French painter
65	 French physiologist
65	 German composer, organist
65	 German socialist leader, philosopher
65	 German writer
65	 Irish dramatist, parliamentary orator
65	 Irish poet, editor
65	 Scottish author, government official
65	 Scottish philosopher, historian
65	 South African novelist
65	 US actor
65	 US actor, singer, dancer
65	 US actress
65	 US actress
65	 US actress, philanthropist
65	 US author, teacher
65	 US diplomat, politician, lawyer
65	 US dramatist
65	 US first lady
65	 US football coach
65	 US jazz musician, composer
65	 US journalist, writer
65	 US lawyer, orator, statesman
65	 US lyricist, musical comedy author
65	 US movie, producer
65	 US novelist
65	 US poet, writer, editor
65	 US president (14th)
65	 US president (36th)
65	 US social reformer
65	 US sociologist
65	 US writer
65	 US writer, critic
66	 Australian nurse
66	 Engish economist, write
66	 English author
66	 English author, dramatist
66	 English historian, mathematician
66	 English navigator, historian, courtier
66	 English playwright
66	 English playwright
66	 English poet, critic
66	 English poet, essayist
66	 English political philosopher
66	 French artist
66	 French composer
66	 French lawyer, political philosopher
66	 French man of letters
66	 French philosopher, author
66	 German philosopher
66	 Irish author, art critic
66	 Italian actress
66	 Italian composer
66	 Japanese religious leader
66	 US actor, comedian
66	 US author
66	 US clergyman, author
66	 US composer, musician, actor
66	 US etiquette authority
66	 US lawyer, orator
66	 US novelist
66	 US novelist
66	 US novelist, playwright
66	 US poet
66	 US poet, educator
66	 US science fiction writer
66	 US social worker, suffragist
66	 US writer, suffragist
67	 Austrian psychiatrist
67	 English author
67	 English economist, journalist, educator
67	 English economist, philosopher
67	 English golfer
67	 French author
67	 French dramatist
67	 French painter
67	 Genoese propagandist, revolutionary
67	 Indian political leader
67	 Italian painter, sculptor, architect, engineer
67	 Russian empress
67	 Scotish poet
67	 Scottish economist
67	 Spanish mystic, poet
67	 Swedish actress
67	 US actor
67	 US actress
67	 US boxer
67	 US clergyman, abolitionist
67	 US diplomat, educator
67	 US educator, poet
67	 US essayist
67	 US football coach
67	 US journalist, editor
67	 US journalist, writer
67	 US novelist, humorist, cartoonist
67	 US novelist, journalist
67	 US physician, congressman
67	 US poet
67	 US poet, diplomat, anthologist
67	 US politician, pharmacist
67	 US president (1st), soldier, surveyor, farmer
67	 US psychoanalyst, writer
67	 US socialite
67	 US teacher, writer
67	 US track athlete
67	 US writer
68	 Canadian poet, author
68	 English author
68	 English author, poet
68	 English comedian
68	 English economist
68	 English historian
68	 English physician
68	 English statesman, orator
68	 French diplomat, writer
68	 German scholar, philosopher, diplomat, educator
68	 Italian architect, philospher, poet
68	 US 23rd president
68	 US actress
68	 US author, editor
68	 US author, poet
68	 US boxer
68	 US dramatist, lyricist, composer
68	 US educator
68	 US football coach
68	 US graphic artist
68	 US journalist, author
68	 US journalist, news commentator
68	 US newscaster, correspondent, journalist
68	 US newspaperman, editor, poet
68	 US philosopher, educator, writer
68	 US philosopher, psychologist
68	 US poet
68	 US poet, author
68	 US poet, novelist
68	 US president, political scientist, educator
68	 US sociologist, educator
68	 US supreme court justice, writer
69	 Austrian pianist, teacher
69	 British statesman
69	 Canadian educator, author
69	 Canadian jurist, author
69	 Chilean poet, diplomat, Marxist
69	 English Mathematician, astronomer
69	 English artist
69	 English author
69	 English critic, author
69	 English dramatist, songwriter
69	 English humorist
69	 English novelist
69	 English novelist
69	 English novelist, critic
69	 English novelist, social critic
69	 English poet
69	 English poet
69	 English poet, dramatist, critic
69	 English poet, novelist
69	 English prime minister
69	 English scholar, explorer
69	 French dancer, singer, entertainer
69	 French philosopher, historian, scholar
69	 Greek shipping magnate
69	 Jewish philosopher, jurist, physician
69	 Scottish writer
69	 Spanish novelist, dramatist, poet
69	 U.S. comedian, actor
69	 U.S. humorist, author
69	 U.S. lawyer
69	 US actress, comedienne
69	 US actress, dancer
69	 US antislavery lecturer, novelist, playwright
69	 US artist, author
69	 US boxer
69	 US chemist, ecologist
69	 US critic, lecturer
69	 US editor, publisher
69	 US educator, diplomat
69	 US golfer
69	 US jazz singer
69	 US journalist
69	 US journalist, author
69	 US journalist, author, humorist
69	 US journalist, humorist
69	 US lawyer, politician
69	 US mayor, lawyer
69	 US novelist, educator
69	 US poet
69	 US writer, poet, journalist
70	 Australian opera singer
70	 Canadian physician
70	 English biologist
70	 English critic, author
70	 English diarist, naval administrator
70	 English dramatist, actor, author
70	 English jurist, scholar
70	 English novelist
70	 English poet, artist, visionary
70	 English ruler
70	 English suffragist
70	 French diarist
70	 French essayist, moralist
70	 French poet, essayist, critic, editor
70	 German opera composer
70	 Italian poet
70	 Polish astronomer
70	 Russian novelist, poet
70	 South African golfer
70	 US actor, director, producer, writer
70	 US actress
70	 US anthropologist, educator, author
70	 US cartoonist
70	 US editor, writer
70	 US educator
70	 US football coach
70	 US government official
70	 US industrialist
70	 US journalist, biographer
70	 US journalist, social reformer
70	 US labor organizer
70	 US literary critic, teacher
70	 US mathematician
70	 US nutritionist, author
70	 US orator, statesman
70	 US poet, playwright
70	 US supreme court justice
70	 US surgeon
71	 English antiquarian, writer
71	 English author
71	 English chemist, political theorist, clergyman
71	 English journalist, editor, writer
71	 English physician, poet
71	 English playwright, screen writer
71	 English poet
71	 English poet
71	 English poet, diplomat
71	 English political leader
71	 English statesman, author
71	 French dramatist
71	 French editor, philosopher
71	 Scottish author, physician
71	 Swedish botanist
71	 US actor, comedian
71	 US advertising executive, copywriter
71	 US anarchist
71	 US astronomer, educator
71	 US author
71	 US composer, lyricist
71	 US dramatist
71	 US government official
71	 US labor organizer
71	 US manufacturer, aviator, producer
71	 US musician, bandleader
71	 US newspaperman, author, editor, publisher
71	 US novelist, journalist
71	 US novelist, playwright, screenwriter
71	 US poet
71	 US poet, dramatist, critic
71	 US poet, novelist, critic
71	 US poet, writer
71	 US poet, writer, editor
71	 US political leader
71	 US politician
71	 US politician, abolitionist
71	 US president (19th)
71	 US president (22nd, 24th)
71	 US publisher, editor
71	 US religious leader, activist
71	 US statesman, orator
71	 US surgeon, biologist
72	 English philosopher
72	 English sculptor
72	 English zoologist
72	 French author
72	 French filmmaker, dramatist, actor
72	 French poet, historian, political philosopher
72	 German philosopher
72	 Greek writer
72	 Scottish theologian, religious leader
72	 Spanish educator, philosopher, author
72	 Spanish philosopher
72	 US actor, director
72	 US actress
72	 US author
72	 US author, illustrator
72	 US aviator
72	 US comedian
72	 US composer, conductor
72	 US dramatist, author
72	 US dramatist, journalist
72	 US economist, social scientist
72	 US educator, author, critic
72	 US educator, musician, novelist
72	 US football coach
72	 US journalist, editor
72	 US judge, politician
72	 US merchant
72	 US newspaper editor, writer
72	 US novelist
72	 US philosopher, pamphleteer
72	 US poet, critic, editor, diplomat
72	 US singer, actor
72	 US singer, actress
72	 US writer, educator, philosopher
